,Category,Headline,SubHeading,isResult,isMaybe
3061,Fodbold ,FCK duftede til gigantisk resultat - men lider sjældent nederlag,"Det er blot anden gang i historien, at FCK taber i Parken i Champions League-gruppespillet ",True,
3062,Ishockey,Russisk medie sendte Larsen ud af Rusland ? kort tid efter gik han på isen,Den danske landsholdsspiller Philip Larsen er et tema i de russiske medier,False,
3063,HERRELIGAEN,Aalborg Håndbold knuser de forsvarende danske mestre fra GOG,Aalborg Håndbold slår GOG med 33-23 og er fortsat ubesejret i håndboldligaen,True,
3064,FODBOLD ,Fifa følger Uefas eksempel og ophæver suspenderingen af russiske ungdomslandshold ,Beslutningen er blevet taget onsdag af Fifa Council ,False,
3065,SPORT,Mikkel Bødker modtog kontrakt til 107 mio. kr og blev derefter sendt 3900 kilometer væk: Ved VM skal han rejse sig efter et år i kulden,Mikkel Bødker har været god det ene øjeblik og fanget i modgang det næste. Efter et »lærerigt år« bliver han Danmarks vigtigste offensive spiller ved VM ,False,
3066,Håndbold ,Nyegaard måber: - Det er en historisk ydmygelse,"Håndboldeksperten er sikker på, at resultatet giver genlyd ",True,
3067,Volleyball ,Danske volleyballherrer varmer op til EM i Slagelse,"Ambitionerne er høje, når de danske volleyballherrer torsdag skal deltage i European League, som afvikles i Slagelse. Landstræner Fred Sturm vil bruge kampene som forberedelse til EM på dansk grund senere på året, fortæller han i en pressemeddelelse",False,
3068,FORMEL 1 ,"Derfor vinder Verstappen VM: Magnussen, mekanikeren og chefen om suveræn superstjerne ","Max Verstappen er i Singapore favorit til sin 11. sejr i træk, og allerede næste weekend kan han sikre sig VM-titlen ",False,
3069,Volleyball ,Danmark får forventede favorit-tæsk i EM-åbningskamp,"Det var ikke umiddelbart til at se, at der på papiret er klasseforskel på de to mandskaber fra Italien og Danmark, der fredag aften tørnede sammen i den første kamp ved EM i volleyball for herrer",True,
3070,SVØMNING ,Nøgleordet er 'sjov' for EM-finaleklar ung dansk svømmeholdkap ,Den ældste svømmer på den danske holdkap på fire gange 200 meter fri er 20 år. Tirsdag svømmede holdet sig i EM-finalen ,True,x
3071,Fodbold ,Chelsea spiller sig ud af bundsumpen,To scoringer med et minuts mellemrum gav Chelsea en hårdt tiltrængt sejr over Fulham,True,
3072,Ishockey VM,Pludselig lå svenskers tand på isen,På trods af den voldsomme situation virkede Raymond ikke til at være i store smerter. ,False,
3073,KORT SPORT ,Cykelrytteren Emma Norsgaard Bjerg vinder det første DM i gravel ,Emma Norsgaard Bjerg levede lørdag op til sin rolle som storfavorit ,True,
3074,FORMEL 1 ,Max Verstappen er verdensmester i Formel 1 for tredje gang i træk ,Hollænderen har været fuldstændig suveræn i denne sæson ,True,
3075,Ishockey VM,Eksperter blåstempler Danmarks VM,"Danmark havde til det sidste chancen for at komme i VM-kvartfinalen, hvilket gør den samlede indsats til mere end godkendt, mener Morten Green",False,
3076,TOUR DE FRANCE ,Formidable Jonas Vingegaard og Primoz Roglic knuser al modstand ved det første møde med Alperne,"Næstsidste etape i Critérium du Dauphiné gav sejr til spanieren Carlos Verona, men sloveneren og danskeren ligger nu nr. 1 og 2 sammenlagt ",True,
3077,Ishockey VM,Danmark slår Finland for fjerde gang i historien ,Dagen efter et 1-3 nederlag til Finland lykkedes det Danmark af slå finnerne med 2-0,True,
3078,Fodbold ,LaLiga: Osasuna - FC Barcelona,Hvad skete der? FC Barcelona og Andreas Christensen vandt knebent 2-1 over Osasuna.,True,
3079,Amerikansk fodbold ,"- Det var den mest ydmygende kamp, jeg nogensinde har været en del af","Dallas Cowboys og Dak Prescott kæmpede med tingene mod San Francisco 49ers natten til mandag dansk tid, hvor de tabte med 32 point ",True,
3080,Boksning ,Ukrainer erobrer Joshuas VM-bælter,34-årige Oleksandr Usyk viste sig at være for hurtig for briten Anthony Joshua under boksebrag i London ,True,
3081,Fodbold ,Så vild er forskellen på Danmark og San Marino,San Marino har vundet én fodboldkamp i nationens historie,False,x
3082,SPORT ,Nekrolog: Et symbol på den moderne sejlsport er død ,"Paul Elvstrøm var manden, der moderniserede sejlsporten, gjorde den til folkeeje, og udviklede den til det, den er i dag. Ikke kun i Danmark, men også på verdenshavene ",False,
3083,Sejlsport ,Danskere mister medaljechance på grund af manglende vind,"Christian Peter Lübeck og Lin Ea Cenholt endte VM på fjerdepladsen, da medalrace i Nacra 17 blev aflyst.",True,
3084,Curling ,Danmark indkasserer nyt nederlag ved VM i curling,"De danske curlingherrer taber 2-7 til Skotland i holdets anden kamp ved VM, hvor de seks bedste får OL-plads ",True,
3085,Sport,IOC-chef: Kun 10 lande kan i fremtiden afholde vinter-OL,"Klimaforandringer betyder, at kun 10 lande i fremtiden kan afholde vinter-OL, siger IOC-præsident Thomas Bach ",False,
3086,Ishockey,Danske VM-profiler tvivlsomme ,"Det er tvivlsomt, om Frederik Dichow og Oliver Lauridsen kommer tilbage på isen ved VM, siger Heinz Ehlers",False,
3087,KORT SPORT ,Den Danske Billard Union uddeler karantæner: Spillere var fuldere end reglementet tillader ,Den Danske Billard Union (DDBU) foretog denne lørdag en rutinemæssig alkoholkontrol før en af forbundets elitedivisionskampe i keglebillard ,False,
3088,Håndbold ,Burgaard præsenteret: - Odense var min førsteprioritet,"Louise Burgaard skifter, som TV 2 Sport har erfaret, til Odense Håndbold ",False,
3089,Ishockey VM,"Frans Nielsen i tårer, da han så holdkammeraternes hyldest","En række af de danske ishockeyspillere har sendt deres hyldest til Frans Nielsen, hvilket fik tårerne til at trille hos landsholdslegenden",False,
3090,Vinter-OL,Dansk kollaps i OL-premiere mod Kina,"De danske ishockey-kvinder kom foran, men et meget ærgerligt sidste minut kostede Danmark dyrt",True,
3091,Håndbold,GOG taber kæmpe brag,Barcelona var for stor en mundfuld for GOG i den første af to europæiske kvartfinaler,True,
3092,SPORT ,Træner tror på knockout-sejr til Patrick Nielsen ,"Joey Gamache, træner for Patrick Nielsen, forventer at se eleven slå sin modstander ud lørdag i Ballerup ",False,
3093,BEIJING 2022 ,Olympisk top 5: Norsk legende sætter gyldent OL-punktum,En top-5 over dagens mest bemærkelsesværdige øjeblikke og kommende højdepunkter på OL-programmet,True,
3094,Ishockey,Danmarks første NHL-spiller købt ud af kontrakt,Frans Nielsen er blevet købt ud af sin kontrakt med Detroit Red Wings. Det kan være enden på NHL-karrieren,False,
3095,BEIJING 2022 ,Guldfavoritten skuffede og følte sig som en dårlig joke: På OL's sidste dag fik hun endelig et favoritminde ,Heller ikke fjerde gang blev lykkens gang for den alpine skiløber Mikaela Shiffrin ,True,x
3096,Håndbold,Pludseligt indfald sikrede vital sejr,NFH holder mere end liv i håbet om DM-semifinalerne efter en dramatisk sejr over Aarhus United,True,
3097,Golf ,"Højgaards makker opfører sig som et barn, mener amerikansk stjerne",Ifølge Brooks Koepka opfører amerikanerne sig som voksne mennesker i modsætning til spanske Jon Rahm,False,
3098,Badminton ,Topspillere trækker sig på stribe - ekspert har en teori,En sammenpresset turneringsprogram kan få spillerne til at tænke kynisk ,False,
3099,KORT SPORT ,Hvidovre smed føring mod Sønderjyske og missede gylden oprykningsmulighed ,"Champagnen var lagt på køl, og ved pausen var Hvidovre klar til at poppe flaskerne ",True,
3100,BOKSNING ,Dina Thorslund før VM-brag: 'Går ikke i ringen uden tro på sejr' ,"I aften skal Dina Thorslund i ringen mod mexicanske Yessica Munoz, hvor WBO's VM-bælte er på spil ",False,
3101,SPORT,Irsk MMA-stjerne får bank af ubesejret russer i kaotisk comeback,"Khabib Nurmagomedov bankede først Conor McGregor, inden han gik grassat på irerens stab udenfor ringen",True,
3102,Curling ,VM i curling bliver genoptaget efter coronasmitte,"VM i curling har fået grønt lys til at fortsætte, efter at det fredag blev suspenderet på grund af corona. ",False,
3103,MMA ,Endnu en kæberasler til Mark O. Madsen - ramt af infektion,"Fem procent får en infektion efter en kæbeoperation, og MMA-kæmperen Mark O. Madsen er blandt de uheldige ",False,
3104,OL PARIS 2024 ,"Dansk løbestjerne rejste til Tokyo uden at vide, om hun kunne løbe ",Anna Emilie Møller har kæmpet med skader op til OL ,False,
3105,HÅNDBOLD ,Ni mål på et minut: Flyvende Friis sørgede for Ikast-triumf i Champions League ,Den danske håndboldspiller var en af hovedårsagerne til sejren på 39-36 over Metz fra Frankrig ,True,
3106,Badminton ,Et hav af danskere skal i aktion onsdag,Der er syv kampe med dansk deltagelse onsdag ,False,
3107,Ishockey VM,Ekspert tror på Danmark før VM-åbner,Danmark indleder verdensmesterskaberne med en kamp mod Ungarn lørdag,False,
3108,GOLF,"Dansk Ryder Cup-debutant surmulede på sit hotelværelse, da han fik den bedste besked, han nogensinde har fået","Når Europa skal revanchere alle tiders største nederlag i Ryder Cup, er det med debutanten Nicolai Højgaard på holdet ",False,
3109,Håndbold ,"Roslyng stopper på landsholdet: - Jeg er trist, siger Jesper Jensen",VM på hjemmebane bliver den sidste turnering med Christina Roslyng som team manager for kvindelandsholdet ,False,
3110,FIFA VM 2022 ,Sprudlende argentinsk stjerne i tårer efter drømmescoring i VM-finalen ,Argentinas scoring til 2-0 i VM-finalen mod Frankrig var lidt af en perle ,False,x
3111,SPORT ,"Fjendtlig larm i højtalerne er et snedigt VM-trick, mener ekspert ","Sydafrikas rugbylandshold har god grund til at træne til lyden af støjende tilskuere, mener sportspsykolog Louise Sonne Schjellerup ",False,
3112,Ishockey,Lars Eller skifter til regerende Stanley Cup-vinder,Efter syv år hos Washington Capitals fortsætter Lars Eller karrieren hos Colorado Avalanche,False,
3113,Baseball ,New York Yankees-ejer død efter længere tids sygdom - blev 63 år,New York Yankees og familien er i sorg over Henry Steinbrenners død ,False,
3114,Vinter-OL,To danske OL-ishockeyspillere er testet positive i Beijing,Lilli Friis-Hansen og Kristine Melberg er blevet testet positive med coronavirus efter ankomst til Beijing,False,
3115,SPORT ,Ishockey-talenter skal op mod hjemmebanefavoritterne ,De danske U20-drenge skal møde de ubesejrede canadiske værter i kvartfinalen ved VM ,False,
3116,Cykling ,"Roglic forlangte noget, Jumbo ikke kunne give ham - men det er hans egen skyld","Primoz Roglic skifter væk fra Jumbo-mandskabet, fordi han ikke kunne få fuld støtte i Touren. Det er hans egen skyld, mener ekspert Christian Moberg ",False,
3117,KORT SPORT ,Europamestre i curling bliver hyldet på Københavns Rådhus ,Onsdag bliver der bagt pandekager på Københavns Rådhus ,True,x
3118,Ishockey,Ung dansker scorer sit første mål i NHL,Jonas Røndbjergs flotte scoring hjalp Vegas Golden Knights til sejr,True,
3119,Ishockey,Dansker runder vild milepæl i USA,"Lars Eller var med til at føre Washington Capitals til sejr, da danskeren spillede sin NHL-kamp nummer 1000",True,
3120,Boksning ,Bokser hastede hjem - blev far kort inden comeback,"Victor Ramon havde endnu ikke set sin nyfødte søn, da han fredag vandt sin comeback-kamp ",True,
3121,Ishockey,Direktør stopper i White Hawks efter 12 år som frivillig,"Henrik Andersen vil have mere tid til at nyde tilværelsen, og derfor træder han tilbage fra direktørjobbet",False,
3122,FIFA VM 2022 ,"Mageløse Messi vandt ikke kun VM-trofæet, men slog også seks rekorder i finalen ",Søndag aften blev en aften til historiebøgerne for Lionel Messi og resten af fodbodlverdenen ,True,
3123,Fodbold ,Dramatiske scener i Ramos' gensyn med Real,Efter lørdagens LaLiga-opgør ligger Real Madrid fortsat nummer ét ,True,
3124,Volleyball ,Danskere vandt første VM-kamp,Bo Søderberg og Anders Hoyer vandt deres første kamp ved VM i beachvolley i Rom,True,
3125,Vinter-OL,Finsk OL-helt 'fyret' af sin russiske klub,Ville Pokka scorede et af Finlands mål i OL-finalesejren over Ruslands Olympiske Komité. Efter finalen tog Pokkas russiske klub 'revanche',True,
3126,Ishockey,Tysk håb om markant forstærkning til skæbnekampen mod Danmark,Danmark møder Tyskland torsdag aften. Bliver det med eller uden superstjernen Leon Draisaitl?,False,
3127,TENNIS,Minut for minut: Sådan forløb kvartfinalen,"Følg Holger Runes kvartfinale ved grand slam-turneringen Wimbledon, hvor den danske tennisstjerne står over for verdensetteren, spanske Carlos Alcaraz ",True,x
3128,Ishockey,Rungsted forlænger serien,Med et mål 28 sekunder inde i den forlængede spilletid vandt Rungsted 4-3 ude over Esbjerg i DM-semifinalen,True,
3129,FODBOLD ,Randers-træner efter sejr: Ingen forventer topplacering ,"Randers FC er på andenpladsen i Superligaen, men træner Colin Todd fokuserer på ingen måde på tabellen ",True,
3130,Ishockey,Stanley Cup-serien er forlænget,"Tampa Bay Lightning kunne afgøre finalen mandag, men mål i overtid holder håbet oppe for Montreal Canadiens",True,
3131,SPORT,"Golfunionen fastholder anbefaling om at lukke, selv om flere medlemmer er rasende",Ikke alle Danmarks 150.000 golfspillere er glade for anbefalingen om at lukke for alt spil ,False,
3132,Sejlsport ,Dansk sejler vinder stærkt besat konkurrence på Mallorca,For andet år i træk endte Anne-Marie Rindom øverst på podiet i Trofeo Princesa Sofia Cup på Mallorca.,True,
3133,Ishockey VM,Dansk profil er færdig ved VM,Der bliver ikke mere istid til Oliver Laudridsen ved dette års ishockey-VM. I stedet venter der en operation i skulderen,False,
3134,Ishockey VM,Danmark ydmyget ved VM,Danmark tabte med hele 6-0 til Schweiz ved verdensmesterskaberne i finske Helsinki,True,
3135,KORT SPORT ,Anne-Marie Rindoms træner vinder pris  ,"Bag de fleste store sportslige resultater findes en træner, der hjælper med at få præstationerne at gå op i en højere enhed ",False,x
3136,Fodbold ,"Fodbolden åbner sprækker, som Rusland vil udnytte","Fodbolden har budt russiske U17-hold tilbage i folden, hvilket skuffer DIF-formand Hans Natorp ",False,
3137,SPORT ,Top 10: De største længdespringere ,Se listen over de største mandlige længdespringere nogensinde ,False,
3138,SEJLSPORT ,Anne-Marie hopper ombord i mændenes båd for at blive rollemodel for unge piger ,"Sejlsportens 'Formel 1', SailGP, kræver mindst én kvinde på holdet fra 2022 ",False,
3139,Ishockey,Rungsted-nedtur fuldender toptrios dårlige midtuge,Ligesom flere andre tophold kom Rungsted dårligt ud af midtugerunden. På hjemmeis vandt Frederikshavn 3-1,True,
3140,Skisport ,Stjerne vinder for anden dag i træk,For 79. gang i karrieren vandt Mikaela Shiffrin et World Cup-løb. Hun er nu kun tre sejre fra Lindsey Vonn ,True,
3141,Ishockey VM,Optimistisk dansk lejr inden mødet med overmagten,"Selvom Danmark led et bittert nederlag til Tyskland ved deres seneste VM-kamp, er der stadig optimisme at spore forud for stormødet mod USA",True,
3142,FORMEL 1 ,Kevin Magnussen kører galt og udgår i Belgien ,Den danske racerkører bragede sin racer ind i en dækvæg på sjette omgang og måtte udgå i Belgien ,False,x
3143,BOKSNING ,"Boksepromotoren, der gjorde drømme til virkelighed: 'Havde det ikke været for ham, var jeg nok blevet blikkenslager ","Boksepromotoren Mogens Palle sov ind lørdag morgen og efterlod sig en verden, han ændrede for tusindevis af mennesker ",False,
3144,Ishockey VM,Ehlers beundrer spillernes indsats,Mod Rusland så landstræneren en kraftig forbedring i forhold til indsatsen et døgn tidligere,False,
3145,Badminton ,Stor glæde efter triumf: - Det betyder enormt meget,Den danske herredouble har skrevet sig ind i historiebøgerne ,True,
3146,KVINDELANDSHOLDET ,"To vigtige opgaver skal løses på landsholdet, mener Jesper Jensen ","Danmarks håndboldkvinder skal blandt andet lære hinanden at kende på ny inden VM i december, siger landstræner Jesper Jensen ",False,
3147,BOKSNING ,Som gadebarn i gangsterland fik Whyte både knivstik og skudsår. I aften kan han chokere hele bokseverdenen ,I årets største boksekamp skal underdoggen Dillian Whyte op mod verdens bedste sværvægter Tyson Fury foran 94.000 tilskuere på Wembley ,False,
3148,Vinter-OL,Finland tager OL's sidste guldmedalje,For første gang i historien kan Finland kalde sig OL-guldvinder i ishockey,True,
3149,KORT SPORT ,22-årig cykelrytter død efter træningsulykke ,Cykelrytteren Tijl De Decker er afgået ved døden ,False,
3150,Atletik ,Dansk rekord ved VM,"Kvinderne slog deres egen rekord fra OL i Tokyo, mens herrerne missede et skifte og dermed ikke gennemførte",True,
3151,SPORT ,"Isabella var talentfuld teenager, da fodbold gav hende en psykose ","Isabella Åberg var et lovende fodboldtalent, men endte med at blive indlagt på psykiatrisk afdeling ",False,
3152,BASKETBALL ,Iffe Lundberg får som første dansker spilletid i NBA ,"Den 27-årige dansker fik lidt over fire minutter på banen, da Phoenix Suns tabte til Oklahoma City Thunder ",True,
3153,CYKLING ,Grådkvalt Vingegaard sender tanker til sin bedste ven efter flot etapesejr i Vueltaen ,Danskerens holdkammerat Nathan van Hooydonck er indlagt på hospitalet efter et trafikuheld ,True,
3154,VOLLEYBALL ,Overlegne Holte snupper volleyguldet fra Brøndby ,Holte IF vandt sikkert med 3-0 i sæt over Brøndby Volleyball Klub ,True,
3155,FORMEL 1,Verstappen tangerer ti år gammel rekord i regnvejrsløb,"Kevin Magnussen blev nummer 14, da Max Verstappen på sikker vis vandt regnfyldt grandprix ",True,
3156,Fodbold ,Elkjær hyldet for ikonisk mål,"I Verona glemmer de ikke, at Preben Elkjær engang scorede et mål uden støvle på foden ",False,x
3157,SPORT,Matt Fitzpatrick vinder US Open og tager sin første majortitel,Det lykkedes engelske Matt Fitzpatrick at holde fast i føringen og snuppe sejren foran to amerikanere ,True,
3158,Håndbold ,"Jacobsen sender et klart signal, mener Nyegaard",Niklas Landin og Emil Nielsen står forrest i målmandskøen på landsholdet lige nu ,False,
3159,Volleyball ,Volley-par i Grand Slam-turnering,"Den russiske storby Moskva får måske ikke de fleste til at tænke på vand og strand, men ikke desto mindre er det hér, der i øjeblikket afvikles Grand Slam-turnering i beachvolleyball. Og det med dansk deltagelse",False,
3160,SPORT ,'Lige nu lever jeg drømmen': Dansker nåede karrierens højdepunkt ved VM ,25-årige Jens Emil Sloth Nielsen blev lørdag nummer tre ved VM i triatlonsporten xterra ,True,
3161,Ishockey VM,Landstræner forsvarer udskældt målmand ,"Frederik Dichow stod ikke sit livs kamp mod Tyskland, da Danmark tabte 6-4. Alligevel skal den unge målmand ikke frygte for sin startplads. ",True,
3162,Volleyball ,Forbund hiver Team Danmark i retten,Team Danmark og Dansk Volleyball Forbund må vente et godt stykke tid før det bliver afgjort om volleyballforbundet har penge til gode hos Team Danmark,False,
3163,FODBOLD ,Laudrup drømmer om finale efter Anfield-sejr ,Swansea har aldrig været i kvartfinalen i den engelske Liga Cup. Nu håber den danske manager at gå hele vejen ,True,x
3164,GOLF ,Europa og Højgaard generobrer Ryder Cup-tronen med storsejr,Golfspilleren Nicolai Højgaard og resten af Europa-mandskabet vinder over USA i Ryder Cup,True,
3165,Vinter-OL,Dansk kaptajn tog ordet efter historisk præstation,Budskabet var særligt henvendt til de unge spillere,False,
3166,CHAMPIONS LEAGUE ,FCK-anfører er frustreret efter nederlag til tyske giganter: 'Vi var så tæt på',"Selvom ingen havde regnet med FC København i Champions League-kampen mod Bayern München, er Rasmus Falk frustreret over nederlaget",True,
3167,FORMEL 1 ,Kevin Magnussen kører af banen og udgår i Verstappens Monaco-triumf ,Den danske Formel 1-kører satsede på den våde asfalt i Monte Carlo og måtte udgå ,True,
3168,CYKLING ,Vingegaard misser førertrøjen med få sekunder i hektisk afslutning ,Primoz Roglic vinder 17. etape af Vuelta a España foran Jonas Vingegaard ,True,
3169,Ishockey,Internationalt forbund henter dansk direktør,"Kim Pedersen, der er konstitueret direktør i Danmarks Ishockey Union, skal være sportsdirektør i IIHF",False,
3170,Boksning ,Pacquiao vinder titel efter første knockout i ni år,Manny Pacquiao kan igen kalde sig mester i vægtklassen weltervægt efter sejr over argentiner,True,
3171,Fodbold ,Spanien nedsabler modstander,Spanierne viste styrke fra starten af opgøret,True,
3172,Håndbold ,Træner og ekspert er enige: KIF er et mandskab i krise,Sidste sæsons slutspil virker som lang tid siden for den danske traditionsklub ,False,
3173,SPORT ,Skakgeniet Magnus Carlsen vinder anden VM-titel på blot to dage ,Nordmanden har nu vundet VM-titlen i lynskak fem gange ,True,
3174,Fodbold ,UEFA's vicepræsident trækker sig fra svensk post,"Sveriges idrætspræsident, Karl-Erik Nilsson, forlader sin post, da han har stemt imod den svenske politik ",False,
3175,ATLETIK ,Dansk duatlet efter fantastisk år: Nu vil jeg vinde VM,Den danske duatlet Søren Bystrup har været flyvende i 2017 og slutter året som nummer et på verdensranglisten. I 2018 er målet VM-guld ,False,
3176,KORT SPORT ,Afbrudt topkamp skal spilles færdig bag lukkede døre - men Ajax klager over ny dato ,"Søndagens rivalopgør mellem Ajax Amsterdam og Feyenoord, der blev afbrudt efter gentagende uroligheder, skal spilles færdig onsdag eftermiddag uden tilskuere ",False,
3177,BASKETBALL ,Landsholdet vender hjem til Næstved med kniven for struben ,De danske basketherrer møder torsdag Norge i præ-kvalifikationen til EM ,False,
3178,FORMEL 1 ,Fortsætter dansk stortalent sin sejrskurs vil Mercedes-chef 'gøre alt for at få ham ind i Formel 1' ,Danske Frederik Vesti ligger lunt i svinget til at blive en del af Formel 1-feltet ,True,x
3179,SPORT,"Analyse: Efter Vingegaard havde krydset målstregen på Champs-Élysées havde Mads Pedersen en pointe, som jeg tog med hjem","Lombardiet Rundt markerer afslutningen på tidernes mest succesfulde danske cykelsæson. Skal det blive hverdag på den lange bane, kræver det, at sportens ledere styrer uden om mørke skyer i horisonten ",False,x
3180,Sejlsport ,Anne-Marie Rindom testet positiv for coronavirus,"En træningslejr i sejlads har måttet indstille sine træningsaktiviteter, da der er opstået smitte med coronavirus",False,
3181,KORT SPORT ,Kenyansk maratonløber får ti års karantæne ,Maratonløberen Titus Ekiru kommer ikke til at deltage i nogen form for løb de næste ti år ,False,
3182,Ishockey VM,"Landstræners kritik er berettiget, mener Bødker","Mikkel Bødker mener, at det er et vigtigt emne at få taget op, da dansk ishockey har brug for al den hjælp, man kan få",False,
3183,BEIJING 2022 ,"OL blev endnu en overlegen, norsk medaljefest. Hvorfor? Fordi de går benhårdt efter det ",Med en høst på hele 37 medaljer - 16 af guld - topper Norge for andet vinter-OL i træk listen over flest stykker metal hængt om halsen ,True,
3184,BASKETBALL ,Bakken og Stevnsgade vinder basketpokaler ,"Bakken Bears fik revanche for DM-nederlaget sidste år, da Horsens IC blev slået i pokalfinalen ",True,
3185,Ishockey,Landshold klar til testkampe,Landstræner Heinz Ehlers har udtaget et forstærket ligalandshold til to testkampe i november mod henholdsvis Letland og Norge,False,
3186,SPORT ,René Holten erobrer endnu en sølvmedalje ved World Cup ,Den danske kajakroer kom for anden dag på stribe på medaljepodiet ved World Cup-stævnet i Beograd ,True,
3187,SPORT ,Ungt ro-håb har lært meget af Holten i VM-medaljejagt: 'Den gamle kan stadig lidt' ,"Makkerparet gør hinanden bedre, og har fundet formen på det helt rigtige tidspunkt ",False,
3188,E-sport ,"Nøglen til Heroics succes er simpel, men hamrende svær at kopiere","Danmarks bedste Counter-Strike-hold, Heroic, åbnede døren til baglokalet for TV 2 Sport i timerne op til Major-kvartfinalen ",False,x
3189,FORMEL 1 ,Formel 1-kører skælder ud på kollega efter ulykke ,"Williams-køreren Felipe Massa er godt arrig på Sergio Perez, som var skyld i deres fælles uheld søndag ",False,
3190,Ishockey,Aalborg udbygger finaleføring,Aalborg Pirates fører 2-0 i DM-finaleserien efter en overtidssejr på 4-3 i Herning søndag,True,
3191,FORMEL 1 ,"Mere klimavenlige dæk skaber bekymring blandt Formel 1-kørerne, men ekspert forudser øget spænding ","Formel 1-kørerne er noget lunkne ved tanken om, at FIA vil bandlyse varmetæpper til dækkene ",False,
3192,BASKETBALL ,Danmark spiller sig længere væk fra basket-EM ,Danmarks basketlandshold tabte med 74-79 til Sverige og misser i første omgang den endelige EM-kvalifikation ,True,
3193,Ishockey VM,Dansk målhelt har gemt særlig puck efter 'vild oplevelse',"Danmarks anfører, Jesper Jensen Aabo, sørgede for, at pucken blev gemt, så Matthias Asperup kunne få den som et evigt minde om sit første VM-mål",False,
3194,Ishockey,Danske kvinder vinder skæbnekamp og lever ved VM,Efter en vigtig 1-0-sejr over Ungarn er Danmarks ishockeykvinder tæt på undgå nedrykning,True,
3195,BEIJING 2022 ,"De vildeste OL-videoer: Verdensrekorder, dansk drømmedrøn og dårlig stedsans ","Vinter-OL's sidste konkurrence er slut, men hvad er det vildeste øjeblikke ved legene? ",True,x
3196,KORT SPORT ,Dansk mixeddouble knokler sig videre ved Denmark Open med sejr i tre sæt ,Den danske mixeddouble med Mathias Christiansen og Alexandra Bøje er videre fra første runde ved Denmark Open ,True,
3197,Golf ,Thorbjørn Olesen er frikendt,Den 31-årige danske golfspiller blev onsdag frikendt for alle tre tiltalepunkter ved retten i London,False,
3198,Fodbold ,Werge ser ingen mening i historisk VM-beslutning,"Det er første gang i historien, at VM skal afholdes på tre forskellige kontinenter ",False,
3199,Vinter-OL,"Sjælden udvisning i Danmarks gruppe: - Jeg er lidt rystet, siger ekspert",Onsdag spillede Rusland og Schweiz den første kamp i herrernes ishockeyturnering ved vinter-OL 2022. Det gik ikke stille for sig,False,
3200,FODBOLD ,"'Det tyder på', at russerne vender tilbage, og det skaber en lavine af nye spørgsmål","Tirsdag skal formand i Dansk Boldspil-Union Jesper Møller deltage i et møde i Uefas eksekutivkomite, der er afgørende for russiske ungdomslandsholdsspilleres fremtid. ",False,
3201,Ishockey,Lønloftet øges i Metal Ligaen for første gang i 13 år,De danske ishockeyklubber må fremover have spillerlønninger for seks millioner kroner om året,False,
3202,Ishockey,Danmark får sine NHL-spillere med til vinter-OL i Beijing,"NHL er gået med til en aftale, der betyder, at spillerne i ligaen kan være med til vinter-OL til februar",False,
3203,OL,OL's Mike Tyson? Bokser bider efter modstander,En marrokansk bokser var tæt på at blive berømt og berygtet i den første kamp ved OL ,False,
3204,Ishockey VM,Danmark har nummer ét på både topscorer- og assistlisten,"Nicklas Jensen er VM's største pointsluger, og Mikkel Bødker deler førstepladsen på assistlisten med en slovak og en svensker",False,
3205,TENNIS ,"Djokovic overvejede karrierestop, men hans 'drømmeår' har ændret alt ",Altdominerende Novak Djokovic har ikke tænkt sig at lægge ketsjeren på hylden i nærmeste fremtid ,False,
3206,SPORT ,"Karate-Katrine skreg, slog og sparkede forgæves ved European Games ","Der var masser af skrig og øretæver, da danske Katrine Pedersen var i aktion ved European Games, men gruppekampene blev endestationen for danskeren ",True,
3207,Badminton ,Verdensettere trækker sig - giver dansk fordel,"Kim Astrup og Anders Skaarup får en nemmere vej, hvis de skal nå langt ",False,
3208,Baseball ,Sydkorea vandt guld i baseball,"Sydkorea vandt guld i baseball for mænd ved OL i Beijing, da holdet lørdag slog Cuba 3-2. I kampen om bronze trak USA det længste strå ved at slå Japan 8-4",True,
3209,VM SEJLSPORT ,Aarhusiansk VM i Sejlsport slår tv-rekord ,I alt 59 tv-stationer verden over viser enten live eller highlights fra VM i sejlsport i Aarhus ,True,
3210,Tennis ,Australier undskylder efter diskvalifikation,Han vil blandt andet invitere kampens dommer på kaffe ,False,x
3211,KORT SPORT ,Simon Kjær runder 130 landskampe og tager rekord for sig selv ,Simon Kjær er nu den fodboldspiller med flest A-landskampe for Danmark ,False,x
3212,VM ISHOCKEY ,"Danmark chokerede Tjekkiet, men endte som chanceløse i Frederikshavn ",Trods en god start og en åbningsscoring endte det med dansk nederlag til Tjekkiet i VM-kampen i Frederikshavn ,True,
3213,Amerikansk fodbold ,Kontroversiel beslutning var millimeter fra at koste sejren,"Los Angeles Chargers blev reddet, efter de begik en gruelig fejl, mener TV 2 Sports kommentatorer ",True,
3214,SPORT ,Dansk jernmand vil vinde VM: Træner 50 timer om ugen ,"Michael Plahn har i to år trænet frem mod VM i tredobbelt ironman, som i denne uge afvikles i Østrig ",False,
3215,Ishockey VM,"- Spillerne bør være bevidste om situationen, siger landstræner",Danmark skal slå Hviderusland fredag aften for at holde kvartfinaledrømmen i live,False,
